"Título de trazado: test_lab"
"N.º","Fecha Tiempo, GMT+02:00","Pres abs, kPa (LGR S/N: 20370562, SEN S/N: 20370562, LBL: PRES)","Temp, °C (LGR S/N: 20370562, SEN S/N: 20370562, LBL: TEMP)"
3969,08/21/18 12:09:32 PM,101.340,20.424
3970,08/21/18 12:09:33 PM,101.356,20.424
3971,08/21/18 12:09:34 PM,101.340,20.424
3972,08/21/18 12:09:35 PM,101.340,20.424
3973,08/21/18 12:09:36 PM,101.340,20.424
3974,08/21/18 12:09:37 PM,101.336,20.329
3975,08/21/18 12:09:38 PM,101.352,20.329
3976,08/21/18 12:09:39 PM,101.356,20.424
3977,08/21/18 12:09:40 PM,101.340,20.424
3978,08/21/18 12:09:41 PM,101.336,20.329
3979,08/21/18 12:09:42 PM,101.352,20.329
3980,08/21/18 12:09:43 PM,101.352,20.329
3981,08/21/18 12:09:44 PM,101.352,20.329
3982,08/21/18 12:09:45 PM,101.352,20.329
3983,08/21/18 12:09:46 PM,101.352,20.329
3984,08/21/18 12:09:47 PM,101.352,20.329
3985,08/21/18 12:09:48 PM,101.352,20.329
3986,08/21/18 12:09:49 PM,101.352,20.329
3987,08/21/18 12:09:50 PM,101.352,20.329
3988,08/21/18 12:09:51 PM,101.352,20.329
3989,08/21/18 12:09:52 PM,101.352,20.329
3990,08/21/18 12:09:53 PM,101.352,20.329
3991,08/21/18 12:09:54 PM,101.352,20.329
3992,08/21/18 12:09:55 PM,101.352,20.329
3993,08/21/18 12:09:56 PM,101.352,20.329
3994,08/21/18 12:09:57 PM,101.368,20.329
3995,08/21/18 12:09:58 PM,101.368,20.329
3996,08/21/18 12:09:59 PM,101.352,20.329
3997,08/21/18 12:10:00 PM,101.368,20.329
3998,08/21/18 12:10:01 PM,101.352,20.329
3999,08/21/18 12:10:02 PM,101.352,20.329
4000,08/21/18 12:10:03 PM,101.352,20.329
4001,08/21/18 12:10:04 PM,101.352,20.329
4002,08/21/18 12:10:05 PM,101.368,20.329
4003,08/21/18 12:10:06 PM,101.368,20.329
4004,08/21/18 12:10:07 PM,101.352,20.329
4005,08/21/18 12:10:08 PM,101.352,20.329
4006,08/21/18 12:10:09 PM,101.352,20.329
4007,08/21/18 12:10:10 PM,101.368,20.329
4008,08/21/18 12:10:11 PM,101.352,20.329
4009,08/21/18 12:10:12 PM,101.352,20.329
4010,08/21/18 12:10:13 PM,101.352,20.329
4011,08/21/18 12:10:14 PM,101.352,20.329
4012,08/21/18 12:10:15 PM,101.352,20.329
4013,08/21/18 12:10:16 PM,101.352,20.329
4014,08/21/18 12:10:17 PM,101.352,20.329
4015,08/21/18 12:10:18 PM,101.352,20.329
4016,08/21/18 12:10:19 PM,101.352,20.329
4017,08/21/18 12:10:20 PM,101.352,20.329
4018,08/21/18 12:10:21 PM,101.352,20.329
4019,08/21/18 12:10:22 PM,101.352,20.329
4020,08/21/18 12:10:23 PM,101.352,20.329
4021,08/21/18 12:10:24 PM,101.352,20.329
4022,08/21/18 12:10:25 PM,101.352,20.329
4023,08/21/18 12:10:26 PM,101.352,20.329
4024,08/21/18 12:10:27 PM,101.352,20.329
4025,08/21/18 12:10:28 PM,101.352,20.329
4026,08/21/18 12:10:29 PM,101.352,20.329
4027,08/21/18 12:10:30 PM,101.352,20.329
4028,08/21/18 12:10:31 PM,101.336,20.329
4029,08/21/18 12:10:32 PM,101.352,20.329
4030,08/21/18 12:10:33 PM,101.352,20.329
4031,08/21/18 12:10:34 PM,101.352,20.329
4032,08/21/18 12:10:35 PM,101.352,20.329
4033,08/21/18 12:10:36 PM,101.352,20.329
4034,08/21/18 12:10:37 PM,101.352,20.329
4035,08/21/18 12:10:38 PM,101.352,20.329
4036,08/21/18 12:10:39 PM,101.352,20.329
4037,08/21/18 12:10:40 PM,101.352,20.329
4038,08/21/18 12:10:41 PM,101.336,20.329
4039,08/21/18 12:10:42 PM,101.352,20.329
4040,08/21/18 12:10:43 PM,101.352,20.329
4041,08/21/18 12:10:44 PM,101.352,20.329
4042,08/21/18 12:10:45 PM,101.352,20.329
4043,08/21/18 12:10:46 PM,101.352,20.329
4044,08/21/18 12:10:47 PM,101.352,20.329
4045,08/21/18 12:10:48 PM,101.352,20.329
4046,08/21/18 12:10:49 PM,101.352,20.329
4047,08/21/18 12:10:50 PM,101.336,20.329
4048,08/21/18 12:10:51 PM,101.336,20.329
4049,08/21/18 12:10:52 PM,101.336,20.329
4050,08/21/18 12:10:53 PM,101.336,20.329
4051,08/21/18 12:10:54 PM,101.336,20.329
4052,08/21/18 12:10:55 PM,101.336,20.329
4053,08/21/18 12:10:56 PM,101.336,20.329
4054,08/21/18 12:10:57 PM,101.336,20.329
4055,08/21/18 12:10:58 PM,101.336,20.329
4056,08/21/18 12:10:59 PM,101.336,20.329
4057,08/21/18 12:11:00 PM,101.336,20.329
4058,08/21/18 12:11:01 PM,101.336,20.329
4059,08/21/18 12:11:02 PM,101.336,20.329
4060,08/21/18 12:11:03 PM,101.336,20.329
4061,08/21/18 12:11:04 PM,101.336,20.329
4062,08/21/18 12:11:05 PM,101.336,20.329
4063,08/21/18 12:11:06 PM,101.336,20.329
4064,08/21/18 12:11:07 PM,101.336,20.329
4065,08/21/18 12:11:08 PM,101.336,20.329
4066,08/21/18 12:11:09 PM,101.352,20.329
4067,08/21/18 12:11:10 PM,101.336,20.329
4068,08/21/18 12:11:11 PM,101.336,20.329
4069,08/21/18 12:11:12 PM,101.336,20.329
4070,08/21/18 12:11:13 PM,101.321,20.329
4071,08/21/18 12:11:14 PM,101.321,20.329
4072,08/21/18 12:11:15 PM,101.321,20.329
4073,08/21/18 12:11:16 PM,101.321,20.329
4074,08/21/18 12:11:17 PM,101.321,20.329
4075,08/21/18 12:11:18 PM,101.321,20.329
4076,08/21/18 12:11:19 PM,101.321,20.329
4077,08/21/18 12:11:20 PM,101.336,20.329
4078,08/21/18 12:11:21 PM,101.336,20.329
4079,08/21/18 12:11:22 PM,101.321,20.329
4080,08/21/18 12:11:23 PM,101.336,20.329
4081,08/21/18 12:11:24 PM,101.321,20.329
4082,08/21/18 12:11:25 PM,101.336,20.329
4083,08/21/18 12:11:26 PM,101.321,20.329
4084,08/21/18 12:11:27 PM,101.336,20.329
4085,08/21/18 12:11:28 PM,101.336,20.329
4086,08/21/18 12:11:29 PM,101.336,20.329
4087,08/21/18 12:11:30 PM,101.336,20.329
4088,08/21/18 12:11:31 PM,101.336,20.329
4089,08/21/18 12:11:32 PM,101.336,20.329
4090,08/21/18 12:11:33 PM,101.336,20.329
4091,08/21/18 12:11:34 PM,101.336,20.329
4092,08/21/18 12:11:35 PM,101.336,20.329
4093,08/21/18 12:11:36 PM,101.336,20.329
4094,08/21/18 12:11:37 PM,101.336,20.329
4095,08/21/18 12:11:38 PM,101.352,20.329
4096,08/21/18 12:11:39 PM,101.352,20.329
4097,08/21/18 12:11:40 PM,101.352,20.329
4098,08/21/18 12:11:41 PM,101.352,20.329
4099,08/21/18 12:11:42 PM,101.352,20.329
4100,08/21/18 12:11:43 PM,101.352,20.329
4101,08/21/18 12:11:44 PM,101.352,20.329
4102,08/21/18 12:11:45 PM,101.352,20.329
4103,08/21/18 12:11:46 PM,101.352,20.329
4104,08/21/18 12:11:47 PM,101.352,20.329
4105,08/21/18 12:11:48 PM,101.352,20.329
4106,08/21/18 12:11:49 PM,101.352,20.329
4107,08/21/18 12:11:50 PM,101.352,20.329
4108,08/21/18 12:11:51 PM,101.336,20.329
4109,08/21/18 12:11:52 PM,101.352,20.329
4110,08/21/18 12:11:53 PM,101.352,20.329
4111,08/21/18 12:11:54 PM,101.352,20.329
4112,08/21/18 12:11:55 PM,101.336,20.329
4113,08/21/18 12:11:56 PM,101.336,20.329
4114,08/21/18 12:11:57 PM,101.352,20.329
4115,08/21/18 12:11:58 PM,101.336,20.329
4116,08/21/18 12:11:59 PM,101.336,20.329
4117,08/21/18 12:12:00 PM,101.336,20.329
4118,08/21/18 12:12:01 PM,101.336,20.329
4119,08/21/18 12:12:02 PM,101.336,20.329
4120,08/21/18 12:12:03 PM,101.336,20.329
4121,08/21/18 12:12:04 PM,101.336,20.329
4122,08/21/18 12:12:05 PM,101.336,20.329
4123,08/21/18 12:12:06 PM,101.336,20.329
4124,08/21/18 12:12:07 PM,101.336,20.329
4125,08/21/18 12:12:08 PM,101.336,20.329
4126,08/21/18 12:12:09 PM,101.336,20.329
4127,08/21/18 12:12:10 PM,101.352,20.329
4128,08/21/18 12:12:11 PM,101.336,20.329
4129,08/21/18 12:12:12 PM,101.336,20.329
4130,08/21/18 12:12:13 PM,101.336,20.329
4131,08/21/18 12:12:14 PM,101.336,20.329
4132,08/21/18 12:12:15 PM,101.336,20.329
4133,08/21/18 12:12:16 PM,101.336,20.329
4134,08/21/18 12:12:17 PM,101.332,20.234
4135,08/21/18 12:12:18 PM,101.332,20.234
4136,08/21/18 12:12:19 PM,101.348,20.234
4137,08/21/18 12:12:20 PM,101.332,20.234
4138,08/21/18 12:12:21 PM,101.348,20.234
4139,08/21/18 12:12:22 PM,101.332,20.234
4140,08/21/18 12:12:23 PM,101.332,20.234
4141,08/21/18 12:12:24 PM,101.348,20.234
4142,08/21/18 12:12:25 PM,101.332,20.234
4143,08/21/18 12:12:26 PM,101.332,20.234
4144,08/21/18 12:12:27 PM,101.348,20.234
4145,08/21/18 12:12:28 PM,101.332,20.234
4146,08/21/18 12:12:29 PM,101.332,20.234
4147,08/21/18 12:12:30 PM,101.348,20.234
4148,08/21/18 12:12:31 PM,101.348,20.234
4149,08/21/18 12:12:32 PM,101.348,20.234
4150,08/21/18 12:12:33 PM,101.348,20.234
4151,08/21/18 12:12:34 PM,101.348,20.234
4152,08/21/18 12:12:35 PM,101.348,20.234
4153,08/21/18 12:12:36 PM,101.348,20.234
4154,08/21/18 12:12:37 PM,101.348,20.234
4155,08/21/18 12:12:38 PM,101.348,20.234
4156,08/21/18 12:12:39 PM,101.348,20.234
4157,08/21/18 12:12:40 PM,101.348,20.234
4158,08/21/18 12:12:41 PM,101.348,20.234
4159,08/21/18 12:12:42 PM,101.348,20.234
4160,08/21/18 12:12:43 PM,101.348,20.234
4161,08/21/18 12:12:44 PM,101.348,20.234
4162,08/21/18 12:12:45 PM,101.332,20.234
4163,08/21/18 12:12:46 PM,101.348,20.234
4164,08/21/18 12:12:47 PM,101.348,20.234
4165,08/21/18 12:12:48 PM,101.348,20.234
4166,08/21/18 12:12:49 PM,101.348,20.234
4167,08/21/18 12:12:50 PM,101.348,20.234
4168,08/21/18 12:12:51 PM,101.348,20.234
4169,08/21/18 12:12:52 PM,101.348,20.234
4170,08/21/18 12:12:53 PM,101.348,20.234
4171,08/21/18 12:12:54 PM,101.348,20.234
4172,08/21/18 12:12:55 PM,101.348,20.234
4173,08/21/18 12:12:56 PM,101.348,20.234
4174,08/21/18 12:12:57 PM,101.348,20.234
4175,08/21/18 12:12:58 PM,101.348,20.234
4176,08/21/18 12:12:59 PM,101.348,20.234
4177,08/21/18 12:13:00 PM,101.348,20.234
4178,08/21/18 12:13:01 PM,101.348,20.234
4179,08/21/18 12:13:02 PM,101.348,20.234
4180,08/21/18 12:13:03 PM,101.348,20.234
4181,08/21/18 12:13:04 PM,101.348,20.234
4182,08/21/18 12:13:05 PM,101.348,20.234
4183,08/21/18 12:13:06 PM,101.348,20.234
4184,08/21/18 12:13:07 PM,101.348,20.234
4185,08/21/18 12:13:08 PM,101.348,20.234
4186,08/21/18 12:13:09 PM,101.348,20.234
4187,08/21/18 12:13:10 PM,101.348,20.234
4188,08/21/18 12:13:11 PM,101.348,20.234
4189,08/21/18 12:13:12 PM,101.348,20.234
4190,08/21/18 12:13:13 PM,101.348,20.234
4191,08/21/18 12:13:14 PM,101.332,20.234
4192,08/21/18 12:13:15 PM,101.348,20.234
4193,08/21/18 12:13:16 PM,101.348,20.234
4194,08/21/18 12:13:17 PM,101.332,20.234
4195,08/21/18 12:13:18 PM,101.348,20.234
4196,08/21/18 12:13:19 PM,101.348,20.234
4197,08/21/18 12:13:20 PM,101.348,20.234
4198,08/21/18 12:13:21 PM,101.332,20.234
4199,08/21/18 12:13:22 PM,101.348,20.234
4200,08/21/18 12:13:23 PM,101.348,20.234
4201,08/21/18 12:13:24 PM,101.348,20.234
4202,08/21/18 12:13:25 PM,101.348,20.234
4203,08/21/18 12:13:26 PM,101.348,20.234
4204,08/21/18 12:13:27 PM,101.348,20.234
4205,08/21/18 12:13:28 PM,101.348,20.234
4206,08/21/18 12:13:29 PM,101.348,20.234
4207,08/21/18 12:13:30 PM,101.348,20.234
4208,08/21/18 12:13:31 PM,101.348,20.234
4209,08/21/18 12:13:32 PM,101.348,20.234
4210,08/21/18 12:13:33 PM,101.348,20.234
4211,08/21/18 12:13:34 PM,101.348,20.234
4212,08/21/18 12:13:35 PM,101.348,20.234
4213,08/21/18 12:13:36 PM,101.348,20.234
4214,08/21/18 12:13:37 PM,101.364,20.234
4215,08/21/18 12:13:38 PM,101.348,20.234
4216,08/21/18 12:13:39 PM,101.364,20.234
4217,08/21/18 12:13:40 PM,101.348,20.234
4218,08/21/18 12:13:41 PM,101.348,20.234
4219,08/21/18 12:13:42 PM,101.348,20.234
4220,08/21/18 12:13:43 PM,101.348,20.234
4221,08/21/18 12:13:44 PM,101.364,20.234
4222,08/21/18 12:13:45 PM,101.348,20.234
4223,08/21/18 12:13:46 PM,101.348,20.234
4224,08/21/18 12:13:47 PM,101.348,20.234
4225,08/21/18 12:13:48 PM,101.364,20.234
4226,08/21/18 12:13:49 PM,101.348,20.234
4227,08/21/18 12:13:50 PM,101.348,20.234
4228,08/21/18 12:13:51 PM,101.348,20.234
4229,08/21/18 12:13:52 PM,101.348,20.234
4230,08/21/18 12:13:53 PM,101.348,20.234
4231,08/21/18 12:13:54 PM,101.348,20.234
4232,08/21/18 12:13:55 PM,101.348,20.234
4233,08/21/18 12:13:56 PM,101.348,20.234
4234,08/21/18 12:13:57 PM,101.348,20.234
4235,08/21/18 12:13:58 PM,101.348,20.234
4236,08/21/18 12:13:59 PM,101.348,20.234
4237,08/21/18 12:14:00 PM,101.348,20.234
4238,08/21/18 12:14:01 PM,101.348,20.234
4239,08/21/18 12:14:02 PM,101.348,20.234
4240,08/21/18 12:14:03 PM,101.348,20.234
4241,08/21/18 12:14:04 PM,101.348,20.234
4242,08/21/18 12:14:05 PM,101.348,20.234
4243,08/21/18 12:14:06 PM,101.348,20.234
4244,08/21/18 12:14:07 PM,101.348,20.234
4245,08/21/18 12:14:08 PM,101.348,20.234
4246,08/21/18 12:14:09 PM,101.364,20.234
4247,08/21/18 12:14:10 PM,101.348,20.234
4248,08/21/18 12:14:11 PM,101.348,20.234
4249,08/21/18 12:14:12 PM,101.348,20.234
4250,08/21/18 12:14:13 PM,101.348,20.234
4251,08/21/18 12:14:14 PM,101.348,20.234
4252,08/21/18 12:14:15 PM,101.348,20.234
4253,08/21/18 12:14:16 PM,101.348,20.234
4254,08/21/18 12:14:17 PM,101.348,20.234
4255,08/21/18 12:14:18 PM,101.364,20.234
4256,08/21/18 12:14:19 PM,101.348,20.234
4257,08/21/18 12:14:20 PM,101.364,20.234
4258,08/21/18 12:14:21 PM,101.364,20.234
4259,08/21/18 12:14:22 PM,101.348,20.234
4260,08/21/18 12:14:23 PM,101.348,20.234
4261,08/21/18 12:14:24 PM,101.348,20.234
4262,08/21/18 12:14:25 PM,101.348,20.234
4263,08/21/18 12:14:26 PM,101.348,20.234
4264,08/21/18 12:14:27 PM,101.348,20.234
4265,08/21/18 12:14:28 PM,101.348,20.234
4266,08/21/18 12:14:29 PM,101.364,20.234
4267,08/21/18 12:14:30 PM,101.348,20.234
4268,08/21/18 12:14:31 PM,101.348,20.234
4269,08/21/18 12:14:32 PM,101.364,20.234
4270,08/21/18 12:14:33 PM,101.348,20.234
4271,08/21/18 12:14:34 PM,101.348,20.234
4272,08/21/18 12:14:35 PM,101.364,20.234
4273,08/21/18 12:14:36 PM,101.364,20.234
4274,08/21/18 12:14:37 PM,101.364,20.234
4275,08/21/18 12:14:38 PM,101.364,20.234
4276,08/21/18 12:14:39 PM,101.364,20.234
4277,08/21/18 12:14:40 PM,101.348,20.234
4278,08/21/18 12:14:41 PM,101.348,20.234
4279,08/21/18 12:14:42 PM,101.364,20.234
4280,08/21/18 12:14:43 PM,101.348,20.234
4281,08/21/18 12:14:44 PM,101.348,20.234
4282,08/21/18 12:14:45 PM,101.364,20.234
4283,08/21/18 12:14:46 PM,101.348,20.234
4284,08/21/18 12:14:47 PM,101.348,20.234
4285,08/21/18 12:14:48 PM,101.348,20.234
4286,08/21/18 12:14:49 PM,101.348,20.234
4287,08/21/18 12:14:50 PM,101.348,20.234
4288,08/21/18 12:14:51 PM,101.348,20.234
4289,08/21/18 12:14:52 PM,101.332,20.234
4290,08/21/18 12:14:53 PM,101.348,20.234
4291,08/21/18 12:14:54 PM,101.348,20.234
4292,08/21/18 12:14:55 PM,101.332,20.234
4293,08/21/18 12:14:56 PM,101.348,20.234
4294,08/21/18 12:14:57 PM,101.348,20.234
4295,08/21/18 12:14:58 PM,101.348,20.234
4296,08/21/18 12:14:59 PM,101.348,20.234
4297,08/21/18 12:15:00 PM,101.364,20.234
4298,08/21/18 12:15:01 PM,101.348,20.234
4299,08/21/18 12:15:02 PM,101.348,20.234
4300,08/21/18 12:15:03 PM,101.348,20.234
4301,08/21/18 12:15:04 PM,101.348,20.234
4302,08/21/18 12:15:05 PM,101.348,20.234
4303,08/21/18 12:15:06 PM,101.344,20.138
4304,08/21/18 12:15:07 PM,101.348,20.234
4305,08/21/18 12:15:08 PM,101.344,20.138
4306,08/21/18 12:15:09 PM,101.348,20.234
4307,08/21/18 12:15:10 PM,101.344,20.138
4308,08/21/18 12:15:11 PM,101.344,20.138
4309,08/21/18 12:15:12 PM,101.344,20.138
4310,08/21/18 12:15:13 PM,101.360,20.138
4311,08/21/18 12:15:14 PM,101.344,20.138
4312,08/21/18 12:15:15 PM,101.344,20.138
4313,08/21/18 12:15:16 PM,101.344,20.138
4314,08/21/18 12:15:17 PM,101.344,20.138
4315,08/21/18 12:15:18 PM,101.344,20.138
4316,08/21/18 12:15:19 PM,101.344,20.138
4317,08/21/18 12:15:20 PM,101.344,20.138
4318,08/21/18 12:15:21 PM,101.344,20.138
4319,08/21/18 12:15:22 PM,101.328,20.138
4320,08/21/18 12:15:23 PM,101.344,20.138
4321,08/21/18 12:15:24 PM,101.344,20.138
4322,08/21/18 12:15:25 PM,101.344,20.138
4323,08/21/18 12:15:26 PM,101.328,20.138
4324,08/21/18 12:15:27 PM,101.344,20.138
4325,08/21/18 12:15:28 PM,101.344,20.138
4326,08/21/18 12:15:29 PM,101.344,20.138
4327,08/21/18 12:15:30 PM,101.344,20.138
4328,08/21/18 12:15:31 PM,101.344,20.138
4329,08/21/18 12:15:32 PM,101.344,20.138
4330,08/21/18 12:15:33 PM,101.344,20.138
4331,08/21/18 12:15:34 PM,101.344,20.138
4332,08/21/18 12:15:35 PM,101.344,20.138
4333,08/21/18 12:15:36 PM,101.344,20.138
4334,08/21/18 12:15:37 PM,101.344,20.138
4335,08/21/18 12:15:38 PM,101.344,20.138
4336,08/21/18 12:15:39 PM,101.344,20.138
4337,08/21/18 12:15:40 PM,101.344,20.138
4338,08/21/18 12:15:41 PM,101.344,20.138
4339,08/21/18 12:15:42 PM,101.344,20.138
4340,08/21/18 12:15:43 PM,101.344,20.138
4341,08/21/18 12:15:44 PM,101.344,20.138
4342,08/21/18 12:15:45 PM,101.344,20.138
4343,08/21/18 12:15:46 PM,101.344,20.138
4344,08/21/18 12:15:47 PM,101.344,20.138
4345,08/21/18 12:15:48 PM,101.344,20.138
4346,08/21/18 12:15:49 PM,101.344,20.138
4347,08/21/18 12:15:50 PM,101.344,20.138
4348,08/21/18 12:15:51 PM,101.344,20.138
4349,08/21/18 12:15:52 PM,101.344,20.138
4350,08/21/18 12:15:53 PM,101.344,20.138
4351,08/21/18 12:15:54 PM,101.328,20.138
4352,08/21/18 12:15:55 PM,101.344,20.138
4353,08/21/18 12:15:56 PM,101.344,20.138
4354,08/21/18 12:15:57 PM,101.344,20.138
4355,08/21/18 12:15:58 PM,101.344,20.138
4356,08/21/18 12:15:59 PM,101.344,20.138
4357,08/21/18 12:16:00 PM,101.344,20.138
4358,08/21/18 12:16:01 PM,101.344,20.138
4359,08/21/18 12:16:02 PM,101.344,20.138
4360,08/21/18 12:16:03 PM,101.344,20.138
4361,08/21/18 12:16:04 PM,101.344,20.138
4362,08/21/18 12:16:05 PM,101.344,20.138
4363,08/21/18 12:16:06 PM,101.344,20.138
4364,08/21/18 12:16:07 PM,101.344,20.138
4365,08/21/18 12:16:08 PM,101.344,20.138
4366,08/21/18 12:16:09 PM,101.344,20.138
4367,08/21/18 12:16:10 PM,101.344,20.138
4368,08/21/18 12:16:11 PM,101.360,20.138
4369,08/21/18 12:16:12 PM,101.344,20.138
4370,08/21/18 12:16:13 PM,101.344,20.138
4371,08/21/18 12:16:14 PM,101.360,20.138
4372,08/21/18 12:16:15 PM,101.344,20.138
4373,08/21/18 12:16:16 PM,101.344,20.138
4374,08/21/18 12:16:17 PM,101.344,20.138
4375,08/21/18 12:16:18 PM,101.344,20.138
4376,08/21/18 12:16:19 PM,101.344,20.138
4377,08/21/18 12:16:20 PM,101.344,20.138
4378,08/21/18 12:16:21 PM,101.344,20.138
4379,08/21/18 12:16:22 PM,101.344,20.138
4380,08/21/18 12:16:23 PM,101.344,20.138
4381,08/21/18 12:16:24 PM,101.344,20.138
4382,08/21/18 12:16:25 PM,101.328,20.138
4383,08/21/18 12:16:26 PM,101.344,20.138
4384,08/21/18 12:16:27 PM,101.344,20.138
4385,08/21/18 12:16:28 PM,101.328,20.138
4386,08/21/18 12:16:29 PM,101.344,20.138
4387,08/21/18 12:16:30 PM,101.344,20.138
4388,08/21/18 12:16:31 PM,101.344,20.138
4389,08/21/18 12:16:32 PM,101.344,20.138
4390,08/21/18 12:16:33 PM,101.360,20.138
4391,08/21/18 12:16:34 PM,101.344,20.138
4392,08/21/18 12:16:35 PM,101.344,20.138
4393,08/21/18 12:16:36 PM,101.344,20.138
4394,08/21/18 12:16:37 PM,101.360,20.138
4395,08/21/18 12:16:38 PM,101.356,20.043
4396,08/21/18 12:16:39 PM,101.360,20.138
4397,08/21/18 12:16:40 PM,101.340,20.043
4398,08/21/18 12:16:41 PM,101.344,20.138
4399,08/21/18 12:16:42 PM,101.340,20.043
4400,08/21/18 12:16:43 PM,101.340,20.043
4401,08/21/18 12:16:44 PM,101.340,20.043
4402,08/21/18 12:16:45 PM,101.340,20.043
4403,08/21/18 12:16:46 PM,101.340,20.043
4404,08/21/18 12:16:47 PM,101.340,20.043
4405,08/21/18 12:16:48 PM,101.340,20.043
4406,08/21/18 12:16:49 PM,101.340,20.043
4407,08/21/18 12:16:50 PM,101.340,20.043
4408,08/21/18 12:16:51 PM,101.340,20.043
4409,08/21/18 12:16:52 PM,101.340,20.043
4410,08/21/18 12:16:53 PM,101.340,20.043
4411,08/21/18 12:16:54 PM,101.340,20.043
4412,08/21/18 12:16:55 PM,101.340,20.043
4413,08/21/18 12:16:56 PM,101.340,20.043
4414,08/21/18 12:16:57 PM,101.340,20.043
4415,08/21/18 12:16:58 PM,101.340,20.043
4416,08/21/18 12:16:59 PM,101.340,20.043
4417,08/21/18 12:17:00 PM,101.340,20.043
4418,08/21/18 12:17:01 PM,101.340,20.043
4419,08/21/18 12:17:02 PM,101.340,20.043
4420,08/21/18 12:17:03 PM,101.340,20.043
4421,08/21/18 12:17:04 PM,101.340,20.043
4422,08/21/18 12:17:05 PM,101.340,20.043
4423,08/21/18 12:17:06 PM,101.340,20.043
4424,08/21/18 12:17:07 PM,101.340,20.043
4425,08/21/18 12:17:08 PM,101.340,20.043
4426,08/21/18 12:17:09 PM,101.340,20.043
4427,08/21/18 12:17:10 PM,101.324,20.043
4428,08/21/18 12:17:11 PM,101.340,20.043
4429,08/21/18 12:17:12 PM,101.324,20.043
4430,08/21/18 12:17:13 PM,101.340,20.043
4431,08/21/18 12:17:14 PM,101.340,20.043
4432,08/21/18 12:17:15 PM,101.340,20.043
4433,08/21/18 12:17:16 PM,101.340,20.043
4434,08/21/18 12:17:17 PM,101.340,20.043
4435,08/21/18 12:17:18 PM,101.340,20.043
4436,08/21/18 12:17:19 PM,101.340,20.043
4437,08/21/18 12:17:20 PM,101.340,20.043
4438,08/21/18 12:17:21 PM,101.340,20.043
4439,08/21/18 12:17:22 PM,101.340,20.043
4440,08/21/18 12:17:23 PM,101.340,20.043
4441,08/21/18 12:17:24 PM,101.340,20.043
4442,08/21/18 12:17:25 PM,101.340,20.043
4443,08/21/18 12:17:26 PM,101.340,20.043
4444,08/21/18 12:17:27 PM,101.340,20.043
4445,08/21/18 12:17:28 PM,101.340,20.043
4446,08/21/18 12:17:29 PM,101.340,20.043
4447,08/21/18 12:17:30 PM,101.340,20.043
4448,08/21/18 12:17:31 PM,101.340,20.043
4449,08/21/18 12:17:32 PM,101.340,20.043
4450,08/21/18 12:17:33 PM,101.340,20.043
4451,08/21/18 12:17:34 PM,101.340,20.043
4452,08/21/18 12:17:35 PM,101.340,20.043
4453,08/21/18 12:17:36 PM,101.352,19.948
4454,08/21/18 12:17:37 PM,101.336,19.948
4455,08/21/18 12:17:38 PM,101.336,19.948
4456,08/21/18 12:17:39 PM,101.352,19.948
4457,08/21/18 12:17:40 PM,101.336,19.948
4458,08/21/18 12:17:41 PM,101.336,19.948
4459,08/21/18 12:17:42 PM,101.352,19.948
4460,08/21/18 12:17:43 PM,101.336,19.948
4461,08/21/18 12:17:44 PM,101.336,19.948
4462,08/21/18 12:17:45 PM,101.336,19.948
4463,08/21/18 12:17:46 PM,101.352,19.948
4464,08/21/18 12:17:47 PM,101.336,19.948
4465,08/21/18 12:17:48 PM,101.336,19.948
4466,08/21/18 12:17:49 PM,101.336,19.948
4467,08/21/18 12:17:50 PM,101.336,19.948
4468,08/21/18 12:17:51 PM,101.336,19.948
4469,08/21/18 12:17:52 PM,101.336,19.948
4470,08/21/18 12:17:53 PM,101.336,19.948
4471,08/21/18 12:17:54 PM,101.336,19.948
4472,08/21/18 12:17:55 PM,101.336,19.948
4473,08/21/18 12:17:56 PM,101.336,19.948
4474,08/21/18 12:17:57 PM,101.336,19.948
4475,08/21/18 12:17:58 PM,101.336,19.948
4476,08/21/18 12:17:59 PM,101.336,19.948
4477,08/21/18 12:18:00 PM,101.336,19.948
4478,08/21/18 12:18:01 PM,101.336,19.948
4479,08/21/18 12:18:02 PM,101.336,19.948
4480,08/21/18 12:18:03 PM,101.352,19.948
4481,08/21/18 12:18:04 PM,101.336,19.948
4482,08/21/18 12:18:05 PM,101.352,19.948
4483,08/21/18 12:18:06 PM,101.336,19.948
4484,08/21/18 12:18:07 PM,101.352,19.948
4485,08/21/18 12:18:08 PM,101.352,19.948
4486,08/21/18 12:18:09 PM,101.336,19.948
4487,08/21/18 12:18:10 PM,101.352,19.948
4488,08/21/18 12:18:11 PM,101.352,19.948
4489,08/21/18 12:18:12 PM,101.336,19.948
4490,08/21/18 12:18:13 PM,101.336,19.948
4491,08/21/18 12:18:14 PM,101.352,19.948
4492,08/21/18 12:18:15 PM,101.336,19.948
4493,08/21/18 12:18:16 PM,101.336,19.948
4494,08/21/18 12:18:17 PM,101.352,19.948
4495,08/21/18 12:18:18 PM,101.336,19.948
4496,08/21/18 12:18:19 PM,101.336,19.948
4497,08/21/18 12:18:20 PM,101.336,19.948
4498,08/21/18 12:18:21 PM,101.336,19.948
4499,08/21/18 12:18:22 PM,101.352,19.948
4500,08/21/18 12:18:23 PM,101.352,19.948
4501,08/21/18 12:18:24 PM,101.336,19.948
